CC.Course_Number,CC.Section_Number,CC.TermID,CC.Expression,CC.PowerSchoolID
983,51,3302,"10(A,C,E,G)",1627
HR,4,3300,1(A-H),1627
1105,10,3300,10-11(D),1628
205,1,3300,"10-11(A,C,E,G)",1628
505,4,3300,"12-13(D,F,H)",1628
603,3,3300,"8-9(B,D,F,H)",1628
982,22,3301,"5(B,D,F,H)",1628
983,42,3302,"9(A,C,E,G)",1628
984,22,3302,"5(B,D,F,H)",1628
1001,1,3300,"2-3(A,C,E,G)",1628
1199,10,3300,"10-11(B,F)",1628
314,1,3300,"6-7(A,C,E,G)",1628
420,1,3300,"6-7(B,D,F,H)",1628
505L,4,3300,12-13(B),1628
925,10,3300,10-11(H),1628
981,41,3301,"8(A,C,E,G)",1628
100,7,3300,"2-3(B,D,F,H)",1628
HR,5,3300,1(A-H),1628
100,13,3300,"2-3(A,C,E,G)",1629
1001,10,3300,"10-11(B,D,F,H)",1629
1105,8,3300,8-9(F),1629
1199,8,3300,"8-9(D,H)",1629
310,3,3300,"6-7(A,C,E,G)",1629
491,1,3300,"10-11(A,C,E,G)",1629
925,8,3300,8-9(B),1629
983,22,3302,"5(A,C,E,G)",1629
202,8,3300,"6-7(B,D,F,H)",1629
601,5,3300,"12-13(A,C,E,G)",1629
982,22,3301,"5(B,D,F,H)",1629
984,22,3302,"5(B,D,F,H)",1629
506,6,3300,"2-3(D,F,H)",1629
506L,6,3300,2-3(B),1629
981,22,3301,"5(A,C,E,G)",1629
HR,6,3300,1(A-H),1629
100,3,3300,"6-7(A,C,E,G)",1630
1105,3,3300,4-5(E),1630
314,2,3300,"4-5(B,D,F,H)",1630
506,10,3300,"10-11(B,D,F)",1630
855,3,3300,"12-13(A,C,E)",1630
981,42,3301,"9(A,C,E,G)",1630
1199,3,3300,"4-5(C,G)",1630
407,3,3300,"2-3(B,D,F,H)",1630
506L,10,3300,10-11(H),1630
601,4,3300,"10-11(A,C,E,G)",1630
925,3,3300,4-5(A),1630
983,42,3302,"9(A,C,E,G)",1630
1001,8,3300,"8-9(B,D,F,H)",1630
982,32,3301,"7(B,D,F,H)",1630
984,32,3302,"7(B,D,F,H)",1630
213,1,3300,"2-3(A,C,E,G)",1630
HR,7,3300,1(A-H),1630
1001,1,3300,"2-3(A,C,E,G)",1631
205,1,3300,"10-11(A,C,E,G)",1631
407,3,3300,"2-3(B,D,F,H)",1631
925,3,3300,4-5(A),1631
983,42,3302,"9(A,C,E,G)",1631
982,32,3301,"7(B,D,F,H)",1631
984,32,3302,"7(B,D,F,H)",1631
100,3,3300,"6-7(A,C,E,G)",1631
1105,3,3300,4-5(E),1631
1199,3,3300,"4-5(C,G)",1631
314,3,3300,"12-13(B,D,F,H)",1631
505,2,3300,"10-11(B,D,H)",1631
505L,2,3300,10-11(F),1631
851,1,3300,"4-5(B,D,F,H)",1631
981,42,3301,"9(A,C,E,G)",1631
603,3,3300,"8-9(B,D,F,H)",1631
HR,8,3300,1(A-H),1631
100,5,3300,"12-13(A,C,E,G)",1632
1199,9,3300,"10-11(A,E)",1632
310,10,3300,"12-13(B,D,F,H)",1632
802,1,3300,"4-5(A,C,E,G)",1632
1001,4,3300,"4-5(B,D,F,H)",1632
1105,9,3300,10-11(C),1632
402,7,3300,"2-3(B,D,F,H)",1632
601,8,3300,"6-7(B,D,F,H)",1632
806,1,3300,"14(A,C,E,G)",1632
925,9,3300,10-11(G),1632
982,42,3301,"9(B,D,F,H)",1632
202,10,3300,"10-11(B,D,F,H)",1632
984,42,3302,"9(B,D,F,H)",1632
506L,7,3300,8-9(A),1632
506,7,3300,"8-9(C,E,G)",1632
981,31,3301,"6(A,C,E,G)",1632
983,31,3302,"6(A,C,E,G)",1632
HR,9,3300,1(A-H),1632
1001,5,3300,"6-7(A,C,E,G)",1633
1199,11,3300,"12-13(C,G)",1633
402,4,3300,"8-9(A,C,E,G)",1633
506L,12,3300,6-7(F),1633
925,11,3300,12-13(A),1633
983,51,3302,"10(A,C,E,G)",1633
203,1,3300,"8-9(B,D,F,H)",1633
312,2,3300,"10(B,D,F,H) 11(A-H)",1633
506,12,3300,"6-7(B,D,H)",1633
601,2,3300,"4-5(A,C,E,G)",1633
981,51,3301,"10(A,C,E,G)",1633
982,22,3301,"5(B,D,F,H)",1633
984,22,3302,"5(B,D,F,H)",1633
100,7,3300,"2-3(B,D,F,H)",1633
1105,11,3300,12-13(E),1633
HR,10,3300,1(A-H),1633
100,7,3300,"2-3(B,D,F,H)",1634
1199,12,3300,"12-13(D,H)",1634
314,1,3300,"6-7(A,C,E,G)",1634
505L,2,3300,10-11(F),1634
802,1,3300,"4-5(A,C,E,G)",1634
981,41,3301,"8(A,C,E,G)",1634
983,41,3302,"8(A,C,E,G)",1634
984,22,3302,"5(B,D,F,H)",1634
1105,12,3300,12-13(F),1634
205,1,3300,"10-11(A,C,E,G)",1634
480,3,3300,"2-3(A,C,E,G)",1634
505,2,3300,"10-11(B,D,H)",1634
603,3,3300,"8-9(B,D,F,H)",1634
806,1,3300,"14(A,C,E,G)",1634
925,12,3300,12-13(B),1634
1001,6,3300,"6-7(B,D,F,H)",1634
982,22,3301,"5(B,D,F,H)",1634
HR,1,3300,1(A-H),1634
100,2,3300,"4-5(A,C,E,G)",1635
1001,1,3300,"2-3(A,C,E,G)",1635
1105,10,3300,10-11(D),1635
1199,10,3300,"10-11(B,F)",1635
202,7,3300,"4-5(B,D,F,H)",1635
310,4,3300,"8-9(A,C,E,G)",1635
601,9,3300,"8-9(B,D,F,H)",1635
982,32,3301,"7(B,D,F,H)",1635
984,31,3302,"6(B,D,F,H)",1635
402,5,3300,"10-11(A,C,E,G)",1635
925,10,3300,10-11(H),1635
981,31,3301,"6(A,C,E,G)",1635
983,31,3302,"6(A,C,E,G)",1635
506,16,3300,"12-13(B,D,H)",1635
506L,16,3300,12-13(F),1635
HR,2,3300,1(A-H),1635
806,2,3300,"14(B,D,F,H)",1635
202,8,3300,"6-7(B,D,F,H)",1636
506,11,3300,"6-7(A,C,E)",1636
601,1,3300,"2-3(A,C,E,G)",1636
1001,3,3300,"4-5(A,C,E,G)",1636
1199,4,3300,"4-5(D,H)",1636
310,12,3300,"2-3(B,D,F,H)",1636
506L,11,3300,6-7(G),1636
925,4,3300,4-5(B),1636
1105,4,3300,4-5(F),1636
100,11,3300,"10-11(B,D,F,H)",1636
402,5,3300,"10-11(A,C,E,G)",1636
981,41,3301,"8(A,C,E,G)",1636
982,42,3301,"9(B,D,F,H)",1636
983,41,3302,"8(A,C,E,G)",1636
984,42,3302,"9(B,D,F,H)",1636
HR,3,3300,1(A-H),1636
1105,8,3300,8-9(F),1637
205,1,3300,"10-11(A,C,E,G)",1637
603,2,3300,"12-13(A,C,E,G)",1637
925,8,3300,8-9(B),1637
983,42,3302,"9(A,C,E,G)",1637
402,9,3300,"6-7(B,D,F,H)",1637
982,22,3301,"5(B,D,F,H)",1637
984,22,3302,"5(B,D,F,H)",1637
100,7,3300,"2-3(B,D,F,H)",1637
1199,8,3300,"8-9(D,H)",1637
314,1,3300,"6-7(A,C,E,G)",1637
505,2,3300,"10-11(B,D,H)",1637
505L,2,3300,10-11(F),1637
806,1,3300,"14(A,C,E,G)",1637
981,41,3301,"8(A,C,E,G)",1637
HR,4,3300,1(A-H),1637
1001,12,3300,"12-13(B,D,F,H)",1637
802,1,3300,"4-5(A,C,E,G)",1637
100,8,3300,"4-5(B,D,F,H)",1638
1199,12,3300,"12-13(D,H)",1638
310,3,3300,"6-7(A,C,E,G)",1638
506L,12,3300,6-7(F),1638
855,1,3300,"2-3(A,C,G)",1638
982,41,3301,"8(B,D,F,H)",1638
984,41,3302,"8(B,D,F,H)",1638
402,2,3300,"4-5(A,C,E,G)",1638
1001,2,3300,"2-3(B,D,F,H)",1638
1105,12,3300,12-13(F),1638
204,2,3300,"10(B,D,F,H) 11(A-H)",1638
506,12,3300,"6-7(B,D,H)",1638
601,5,3300,"12-13(A,C,E,G)",1638
925,12,3300,12-13(B),1638
983,41,3302,"8(A,C,E,G)",1638
981,41,3301,"8(A,C,E,G)",1638
HR,5,3300,1(A-H),1638
1105,10,3300,10-11(D),1639
1199,11,3300,"12-13(C,G)",1639
310,8,3300,"4-5(B,D,F,H)",1639
601,1,3300,"2-3(A,C,E,G)",1639
981,31,3301,"6(A,C,E,G)",1639
984,31,3302,"6(B,D,F,H)",1639
100,14,3300,"12-13(B,D,F,H)",1639
1001,2,3300,"2-3(B,D,F,H)",1639
1177,25,3300,"10(A-C,G) 11(A-C,E-G)",1639
204,1,3300,"8(A-H) 9(A,C,E,G)",1639
506,2,3300,"4-5(A,C,E)",1639
506L,2,3300,4-5(G),1639
925,10,3300,10-11(H),1639
982,32,3301,"7(B,D,F,H)",1639
983,32,3302,"7(A,C,E,G)",1639
HR,6,3300,1(A-H),1639
1001,4,3300,"4-5(B,D,F,H)",1640
202,3,3300,"6-7(A,C,E,G)",1640
402,2,3300,"4-5(A,C,E,G)",1640
601,11,3300,"12-13(B,D,F,H)",1640
981,51,3301,"10(A,C,E,G)",1640
984,32,3302,"7(B,D,F,H)",1640
100,4,3300,"8-9(A,C,E,G)",1640
1199,1,3300,"2-3(A,E)",1640
506,8,3300,"8-9(D,F,H)",1640
506L,8,3300,8-9(B),1640
925,1,3300,2-3(G),1640
982,51,3301,"10(B,D,F,H)",1640
983,51,3302,"10(A,C,E,G)",1640
1105,1,3300,2-3(C),1640
310,6,3300,"12-13(A,C,E,G)",1640
HR,7,3300,1(A-H),1640
100,8,3300,"4-5(B,D,F,H)",1641
1001,11,3300,"12-13(A,C,E,G)",1641
1105,3,3300,4-5(E),1641
1199,3,3300,"4-5(C,G)",1641
202,9,3300,"8-9(B,D,F,H)",1641
310,11,3300,"10-11(B,D,F,H)",1641
402,7,3300,"2-3(B,D,F,H)",1641
506,5,3300,"6-7(A,E,G)",1641
506L,5,3300,6-7(C),1641
981,51,3301,"10(A,C,E,G)",1641
984,31,3302,"6(B,D,F,H)",1641
925,3,3300,4-5(A),1641
982,32,3301,"7(B,D,F,H)",1641
983,51,3302,"10(A,C,E,G)",1641
601,3,3300,"8-9(A,C,E,G)",1641
HR,8,3300,1(A-H),1641
1001,5,3300,"6-7(A,C,E,G)",1643
402,2,3300,"4-5(A,C,E,G)",1643
601,11,3300,"12-13(B,D,F,H)",1643
925,6,3300,6-7(H),1643
983,51,3302,"10(A,C,E,G)",1643
100,5,3300,"12-13(A,C,E,G)",1643
1105,6,3300,6-7(D),1643
506,4,3300,"2-3(B,D,F)",1643
506L,4,3300,2-3(H),1643
855,1,3300,"2-3(A,C,G)",1643
981,51,3301,"10(A,C,E,G)",1643
HR,9,3300,1(A-H),1643
202,7,3300,"4-5(B,D,F,H)",1643
312,2,3300,"10(B,D,F,H) 11(A-H)",1643
982,41,3301,"8(B,D,F,H)",1643
984,41,3302,"8(B,D,F,H)",1643
1199,6,3300,"6-7(B,F)",1643
1199,12,3300,"12-13(D,H)",1645
310,9,3300,"6-7(B,D,F,H)",1645
506L,7,3300,8-9(A),1645
925,12,3300,12-13(B),1645
982,22,3301,"5(B,D,F,H)",1645
1001,1,3300,"2-3(A,C,E,G)",1645
203,1,3300,"8-9(B,D,F,H)",1645
407,1,3300,"4-5(A,C,E,G)",1645
506,7,3300,"8-9(C,E,G)",1645
601,5,3300,"12-13(A,C,E,G)",1645
981,51,3301,"10(A,C,E,G)",1645
983,51,3302,"10(A,C,E,G)",1645
984,52,3302,"11(B,D,F,H)",1645
1105,12,3300,12-13(F),1645
100,7,3300,"2-3(B,D,F,H)",1645
HR,10,3300,1(A-H),1645
1105,3,3300,4-5(E),1646
310,10,3300,"12-13(B,D,F,H)",1646
505,2,3300,"10-11(B,D,H)",1646
925,3,3300,4-5(A),1646
982,31,3301,"6(B,D,F,H)",1646
1001,7,3300,"8-9(A,C,E,G)",1646
1199,3,3300,"4-5(C,G)",1646
203,1,3300,"8-9(B,D,F,H)",1646
505L,2,3300,10-11(F),1646
601,4,3300,"10-11(A,C,E,G)",1646
981,32,3301,"7(A,C,E,G)",1646
983,32,3302,"7(A,C,E,G)",1646
100,1,3300,"2-3(A,C,E,G)",1646
402,8,3300,"4-5(B,D,F,H)",1646
984,31,3302,"6(B,D,F,H)",1646
HR,4,3300,1(A-H),1646
100,1,3300,"2-3(A,C,E,G)",1647
1105,11,3300,12-13(E),1647
310,7,3300,"2-3(B,D,F,H)",1647
501,1,3300,"6-7(A,C,E,G)",1647
925,4,3300,4-5(B),1647
983,42,3302,"9(A,C,E,G)",1647
1001,6,3300,"6-7(B,D,F,H)",1647
1199,4,3300,"4-5(D,H)",1647
204,2,3300,"10(B,D,F,H) 11(A-H)",1647
402,11,3300,"12-13(B,D,F,H)",1647
601,2,3300,"4-5(A,C,E,G)",1647
981,42,3301,"9(A,C,E,G)",1647
982,41,3301,"8(B,D,F,H)",1647
984,41,3302,"8(B,D,F,H)",1647
HR,4,3300,1(A-H),1647
1199,2,3300,"2-3(B,F)",1648
100,10,3300,"8-9(B,D,F,H)",1648
314,1,3300,"6-7(A,C,E,G)",1648
505L,3,3300,12-13(A),1648
925,2,3300,2-3(H),1648
983,41,3302,"8(A,C,E,G)",1648
1001,4,3300,"4-5(B,D,F,H)",1648
1105,2,3300,2-3(D),1648
205,1,3300,"10-11(A,C,E,G)",1648
407,4,3300,"12-13(B,D,F,H)",1648
505,3,3300,"12-13(C,E,G)",1648
603,1,3300,"4-5(A,C,E,G)",1648
981,42,3301,"9(A,C,E,G)",1648
982,51,3301,"10(B,D,F,H)",1648
984,52,3302,"11(B,D,F,H)",1648
HR,4,3300,1(A-H),1648
100,12,3300,"12-13(B,D,F,H)",1651
1001,1,3300,"2-3(A,C,E,G)",1651
202,8,3300,"6-7(B,D,F,H)",1651
310,4,3300,"8-9(A,C,E,G)",1651
506,4,3300,"2-3(B,D,F)",1651
506L,4,3300,2-3(H),1651
601,5,3300,"12-13(A,C,E,G)",1651
925,3,3300,4-5(A),1651
981,52,3301,"11(A,C,E,G)",1651
982,51,3301,"10(B,D,F,H)",1651
984,51,3302,"10(B,D,F,H)",1651
983,52,3302,"11(A,C,E,G)",1651
1105,3,3300,4-5(E),1651
1199,3,3300,"4-5(C,G)",1651
402,10,3300,"8-9(B,D,F,H)",1651
HR,4,3300,1(A-H),1651
981,42,3301,"9(A,C,E,G)",1652
984,52,3302,"11(B,D,F,H)",1652
1001,8,3300,"8-9(B,D,F,H)",1652
202,4,3300,"10-11(A,C,E,G)",1652
601,11,3300,"12-13(B,D,F,H)",1652
100,3,3300,"6-7(A,C,E,G)",1652
1105,1,3300,2-3(C),1652
1199,1,3300,"2-3(A,E)",1652
310,6,3300,"12-13(A,C,E,G)",1652
925,1,3300,2-3(G),1652
982,52,3301,"11(B,D,F,H)",1652
983,42,3302,"9(A,C,E,G)",1652
HR,8,3300,1(A-H),1652
420,1,3300,"6-7(B,D,F,H)",1652
506,4,3300,"2-3(B,D,F)",1652
506L,4,3300,2-3(H),1652
100,14,3300,"12-13(B,D,F,H)",1701
1001,8,3300,"8-9(B,D,F,H)",1701
202,1,3300,"2-3(A,C,E,G)",1701
402,2,3300,"4-5(A,C,E,G)",1701
506L,12,3300,6-7(F),1701
981,42,3301,"9(A,C,E,G)",1701
983,41,3302,"8(A,C,E,G)",1701
310,12,3300,"2-3(B,D,F,H)",1701
506,12,3300,"6-7(B,D,H)",1701
601,4,3300,"10-11(A,C,E,G)",1701
925,5,3300,6-7(G),1701
982,52,3301,"11(B,D,F,H)",1701
984,52,3302,"11(B,D,F,H)",1701
HR,9,3300,1(A-H),1701
1105,5,3300,6-7(C),1701
1199,95,3300,"12-13(A,C,E,G)",1701
402,11,3300,"12-13(B,D,F,H)",1702
1001,7,3300,"8-9(A,C,E,G)",1702
1199,8,3300,"8-9(D,H)",1702
601,6,3300,"2-3(B,D,F,H)",1702
982,51,3301,"10(B,D,F,H)",1702
984,52,3302,"11(B,D,F,H)",1702
100,6,3300,"12-13(A,C,E,G)",1702
1105,8,3300,8-9(F),1702
202,1,3300,"2-3(A,C,E,G)",1702
310,9,3300,"6-7(B,D,F,H)",1702
501,1,3300,"6-7(A,C,E,G)",1702
925,8,3300,8-9(B),1702
981,52,3301,"11(A,C,E,G)",1702
983,52,3302,"11(A,C,E,G)",1702
HR,7,3300,1(A-H),1702
601,7,3300,"4-5(B,D,F,H)",1751
982,42,3301,"9(B,D,F,H)",1751
984,42,3302,"9(B,D,F,H)",1751
501,2,3300,"4-5(A,C,E,G)",1751
1105,2,3300,2-3(D),1751
204,1,3300,"8(A-H) 9(A,C,E,G)",1751
925,2,3300,2-3(H),1751
983,51,3302,"10(A,C,E,G)",1751
100,13,3300,"2-3(A,C,E,G)",1751
1001,11,3300,"12-13(A,C,E,G)",1751
312,2,3300,"10(B,D,F,H) 11(A-H)",1751
402,11,3300,"12-13(B,D,F,H)",1751
981,51,3301,"10(A,C,E,G)",1751
HR,9,3300,1(A-H),1751
1199,99,3300,"6-7(A,C,E,G)",1751
100,12,3300,"12-13(B,D,F,H)",1801
310,5,3300,"10-11(A,C,E,G)",1801
983,42,3302,"9(A,C,E,G)",1801
601,5,3300,"12-13(A,C,E,G)",1801
981,42,3301,"9(A,C,E,G)",1801
1001,4,3300,"4-5(B,D,F,H)",1801
1105,10,3300,10-11(D),1801
501,1,3300,"6-7(A,C,E,G)",1801
925,10,3300,10-11(H),1801
HR,2,3300,1(A-H),1801
420,1,3300,"6-7(B,D,F,H)",1801
202,1,3300,"2-3(A,C,E,G)",1801
982,41,3301,"8(B,D,F,H)",1801
984,41,3302,"8(B,D,F,H)",1801
802,1,3300,"4-5(A,C,E,G)",1801
806,1,3300,"14(A,C,E,G)",1801
1199,97,3300,"2-3(B,D,F,H)",1801
310,6,3300,"12-13(A,C,E,G)",1802
202,6,3300,"2-3(B,D,F,H)",1802
925,1,3300,2-3(G),1802
601,2,3300,"4-5(A,C,E,G)",1802
501,1,3300,"6-7(A,C,E,G)",1802
1105,6,3300,6-7(D),1802
1001,8,3300,"8-9(B,D,F,H)",1802
982,51,3301,"10(B,D,F,H)",1802
984,52,3302,"11(B,D,F,H)",1802
100,12,3300,"12-13(B,D,F,H)",1802
402,5,3300,"10-11(A,C,E,G)",1802
981,41,3301,"8(A,C,E,G)",1802
983,41,3302,"8(A,C,E,G)",1802
HR,5,3300,1(A-H),1802
1199,93,3300,"6-7(B,D,F,H)",1802
1105,2,3300,2-3(D),1851
1199,2,3300,"2-3(B,F)",1851
925,2,3300,2-3(H),1851
1001,6,3300,"6-7(B,D,F,H)",1851
310,3,3300,"6-7(A,C,E,G)",1851
402,6,3300,"12-13(A,C,E,G)",1851
501,2,3300,"4-5(A,C,E,G)",1851
202,4,3300,"10-11(A,C,E,G)",1851
601,10,3300,"10-11(B,D,F,H)",1851
981,41,3301,"8(A,C,E,G)",1851
982,41,3301,"8(B,D,F,H)",1851
983,41,3302,"8(A,C,E,G)",1851
984,41,3302,"8(B,D,F,H)",1851
100,14,3300,"12-13(B,D,F,H)",1851
HR,5,3300,1(A-H),1851
100,7,3300,"2-3(B,D,F,H)",1901
1001,12,3300,"12-13(B,D,F,H)",1901
202,3,3300,"6-7(A,C,E,G)",1901
310,6,3300,"12-13(A,C,E,G)",1901
491,2,3300,"4-5(B,D,F,H)",1901
806,2,3300,"14(B,D,F,H)",1901
981,42,3301,"9(A,C,E,G)",1901
983,42,3302,"9(A,C,E,G)",1901
855,1,3300,"2-3(A,C,G)",1901
982,41,3301,"8(B,D,F,H)",1901
984,41,3302,"8(B,D,F,H)",1901
506,15,3300,"10-11(A,E,G)",1901
802,1,3300,"4-5(A,C,E,G)",1901
506L,15,3300,10-11(C),1901
1105,6,3300,6-7(D),1901
1199,6,3300,"6-7(B,F)",1901
601,10,3300,"10-11(B,D,F,H)",1901
925,6,3300,6-7(H),1901
HR,1,3300,1(A-H),1901
1105,12,3300,12-13(F),1951
202,1,3300,"2-3(A,C,E,G)",1951
1001,3,3300,"4-5(A,C,E,G)",1951
420,1,3300,"6-7(B,D,F,H)",1951
601,5,3300,"12-13(A,C,E,G)",1951
981,51,3301,"10(A,C,E,G)",1951
983,51,3302,"10(A,C,E,G)",1951
100,7,3300,"2-3(B,D,F,H)",1951
501,1,3300,"6-7(A,C,E,G)",1951
925,12,3300,12-13(B),1951
982,22,3301,"5(B,D,F,H)",1951
984,22,3302,"5(B,D,F,H)",1951
HR,3,3300,1(A-H),1951
310,11,3300,"10-11(B,D,F,H)",1951
1199,83,3300,"8-9(A,C,E,G)",1951
981,42,3301,"9(A,C,E,G)",1953
1001,8,3300,"8-9(B,D,F,H)",1953
984,51,3302,"10(B,D,F,H)",1953
1199,6,3300,"6-7(B,F)",1953
402,8,3300,"4-5(B,D,F,H)",1953
506L,6,3300,2-3(B),1953
925,6,3300,6-7(H),1953
983,42,3302,"9(A,C,E,G)",1953
100,12,3300,"12-13(B,D,F,H)",1953
1105,6,3300,6-7(D),1953
202,3,3300,"6-7(A,C,E,G)",1953
310,1,3300,"2-3(A,C,E,G)",1953
506,6,3300,"2-3(D,F,H)",1953
601,4,3300,"10-11(A,C,E,G)",1953
982,51,3301,"10(B,D,F,H)",1953
HR,3,3300,1(A-H),1953
100,4,3300,"8-9(A,C,E,G)",2002
310,10,3300,"12-13(B,D,F,H)",2002
601,5,3300,"12-13(A,C,E,G)",2002
806,2,3300,"14(B,D,F,H)",2002
982,52,3301,"11(B,D,F,H)",2002
984,52,3302,"11(B,D,F,H)",2002
1001,8,3300,"8-9(B,D,F,H)",2002
1105,2,3300,2-3(D),2002
208,7,3300,"4-5(B,D,F,H)",2002
501,1,3300,"6-7(A,C,E,G)",2002
925,2,3300,2-3(H),2002
981,52,3301,"11(A,C,E,G)",2002
983,52,3302,"11(A,C,E,G)",2002
HR,2,3300,1(A-H),2002
402,9,3300,"6-7(B,D,F,H)",2002
1199,14,3300,"4-5(A,C,E,G)",2002
983,42,3302,"9(A,C,E,G)",2006
100,9,3300,"6-7(B,D,F,H)",2006
982,22,3301,"5(B,D,F,H)",2006
1105,10,3300,10-11(D),2006
506,6,3300,"2-3(D,F,H)",2006
601,11,3300,"12-13(B,D,F,H)",2006
984,22,3302,"5(B,D,F,H)",2006
1001,5,3300,"6-7(A,C,E,G)",2006
1199,10,3300,"10-11(B,F)",2006
402,2,3300,"4-5(A,C,E,G)",2006
506L,6,3300,2-3(B),2006
925,10,3300,10-11(H),2006
981,42,3301,"9(A,C,E,G)",2006
HR,3,3300,1(A-H),2006
202,1,3300,"2-3(A,C,E,G)",2006
310,5,3300,"10-11(A,C,E,G)",2006
1105,7,3300,8-9(E),2101
1199,7,3300,"8-9(C,G)",2101
925,7,3300,8-9(A),2101
1001,11,3300,"12-13(A,C,E,G)",2101
310,7,3300,"2-3(B,D,F,H)",2101
407,2,3300,"10-11(A,C,E,G)",2101
981,32,3301,"7(A,C,E,G)",2101
983,32,3302,"7(A,C,E,G)",2101
100,13,3300,"2-3(A,C,E,G)",2101
601,7,3300,"4-5(B,D,F,H)",2101
982,32,3301,"7(B,D,F,H)",2101
984,32,3302,"7(B,D,F,H)",2101
806,2,3300,"14(B,D,F,H)",2101
505,4,3300,"12-13(D,F,H)",2101
505L,4,3300,12-13(B),2101
203,1,3300,"8-9(B,D,F,H)",2101
HR,10,3300,1(A-H),2101
100,5,3300,"12-13(A,C,E,G)",2152
402,1,3300,"2-3(A,C,E,G)",2152
310,7,3300,"2-3(B,D,F,H)",2152
925,4,3300,4-5(B),2152
1199,4,3300,"4-5(D,H)",2152
982,31,3301,"6(B,D,F,H)",2152
984,31,3302,"6(B,D,F,H)",2152
1105,4,3300,4-5(F),2152
208,9,3300,"8-9(B,D,F,H)",2152
601,4,3300,"10-11(A,C,E,G)",2152
981,31,3301,"6(A,C,E,G)",2152
983,31,3302,"6(A,C,E,G)",2152
506,10,3300,"10-11(B,D,F)",2152
1001,3,3300,"4-5(A,C,E,G)",2152
506L,10,3300,10-11(H),2152
HR,1,3300,1(A-H),2152
100,5,3300,"12-13(A,C,E,G)",2153
1001,12,3300,"12-13(B,D,F,H)",2153
1105,7,3300,8-9(E),2153
1199,7,3300,"8-9(C,G)",2153
202,10,3300,"10-11(B,D,F,H)",2153
310,12,3300,"2-3(B,D,F,H)",2153
402,3,3300,"6-7(A,C,E,G)",2153
506,9,3300,"8-9(B,D,F)",2153
601,1,3300,"2-3(A,C,E,G)",2153
925,7,3300,8-9(A),2153
981,51,3301,"10(A,C,E,G)",2153
983,51,3302,"10(A,C,E,G)",2153
984,32,3302,"7(B,D,F,H)",2153
982,32,3301,"7(B,D,F,H)",2153
506L,9,3300,8-9(H),2153
HR,10,3300,1(A-H),2153
100,14,3300,"12-13(B,D,F,H)",2155
1001,5,3300,"6-7(A,C,E,G)",2155
1105,2,3300,2-3(D),2155
1199,2,3300,"2-3(B,F)",2155
202,7,3300,"4-5(B,D,F,H)",2155
501,2,3300,"4-5(A,C,E,G)",2155
981,41,3301,"8(A,C,E,G)",2155
983,41,3302,"8(A,C,E,G)",2155
601,5,3300,"12-13(A,C,E,G)",2155
855,1,3300,"2-3(A,C,G)",2155
491,1,3300,"10-11(A,C,E,G)",2155
310,9,3300,"6-7(B,D,F,H)",2155
982,41,3301,"8(B,D,F,H)",2155
984,41,3302,"8(B,D,F,H)",2155
925,2,3300,2-3(H),2155
HR,1,3300,1(A-H),2155
1105,10,3300,10-11(D),2201
1199,10,3300,"10-11(B,F)",2201
925,10,3300,10-11(H),2201
402,5,3300,"10-11(A,C,E,G)",2201
202,6,3300,"2-3(B,D,F,H)",2201
310,3,3300,"6-7(A,C,E,G)",2201
981,41,3301,"8(A,C,E,G)",2201
983,41,3302,"8(A,C,E,G)",2201
506,1,3300,"2-3(A,C,E)",2201
506L,1,3300,2-3(G),2201
982,41,3301,"8(B,D,F,H)",2201
984,41,3302,"8(B,D,F,H)",2201
1001,11,3300,"12-13(A,C,E,G)",2201
601,11,3300,"12-13(B,D,F,H)",2201
100,9,3300,"6-7(B,D,F,H)",2201
HR,4,3300,1(A-H),2201
1198,7,3300,"4-5(D,H)",2201
1105,3,3300,4-5(E),2202
1199,3,3300,"4-5(C,G)",2202
925,3,3300,4-5(A),2202
402,6,3300,"12-13(A,C,E,G)",2202
310,3,3300,"6-7(A,C,E,G)",2202
501,3,3300,"12-13(B,D,F,H)",2202
601,8,3300,"6-7(B,D,F,H)",2202
1001,2,3300,"2-3(B,D,F,H)",2202
100,4,3300,"8-9(A,C,E,G)",2202
982,41,3301,"8(B,D,F,H)",2202
984,41,3302,"8(B,D,F,H)",2202
981,51,3301,"10(A,C,E,G)",2202
983,51,3302,"10(A,C,E,G)",2202
HR,4,3300,1(A-H),2202
806,2,3300,"14(B,D,F,H)",2202
204,2,3300,"10(B,D,F,H) 11(A-H)",2202
