CC.Course_Number,CC.Section_Number,CC.TermID,CC.Expression,CC.PowerSchoolID
320,5,3300,"12-13(A,C,E,G)",1193
492,1,3300,"12-13(B,D,F,H)",1193
506,6,3300,"2-3(D,F,H)",1193
506L,6,3300,2-3(B),1193
605,4,3300,"10-11(A,C,E,G)",1193
718,7,3301,"10-11(B,D,F,H)",1193
922,6,3302,"10-11(B,D,F,H)",1193
981,22,3301,"5(A,C,E,G)",1193
982,31,3301,"6(B,D,F,H)",1193
983,22,3302,"5(A,C,E,G)",1193
105,8,3300,"4-5(B,D,F,H)",1193
984,41,3302,"8(B,D,F,H)",1193
Soph HR,5,3300,1(A-H),1193
926,1,3300,"14(A,C,E,G)",1193
208,10,3300,"12-13(B,D,F,H)",1194
105,2,3300,"4-5(A,C,E,G)",1194
1121,5,3302,6-7(G),1194
322,3,3300,"4-5(B,D,F,H)",1194
380,14,3302,"2-3(B,D,F,H)",1194
510,7,3300,"8-9(D,F,H)",1194
607,2,3300,"12-13(A,C,E,G)",1194
718,9,3301,"6-7(A,C,E,G)",1194
982,52,3301,"11(B,D,F,H)",1194
984,51,3302,"10(B,D,F,H)",1194
1120,1,3301,2-3(G),1194
484,1,3300,"10-11(A,C,E,G)",1194
510L,7,3300,8-9(B),1194
981,42,3301,"9(A,C,E,G)",1194
983,41,3302,"8(A,C,E,G)",1194
Soph HR,2,3300,1(A-H),1194
926,1,3300,"14(A,C,E,G)",1194
105,3,3300,"6-7(A,C,E,G)",1195
1120,8,3301,8-9(B),1195
213,3,3300,"4-5(B,D,F,H)",1195
322,2,3300,"12-13(A,C,E,G)",1195
407,1,3300,"4-5(A,C,E,G)",1195
511L,4,3300,10-11(F),1195
626,2,3300,"12-13(B,D,F,H)",1195
982,32,3301,"7(B,D,F,H)",1195
984,42,3302,"9(B,D,F,H)",1195
1092,1,3301,"10-11(A,C,E,G)",1195
1121,6,3302,6-7(H),1195
380,10,3302,"8-9(A,C,E,G)",1195
511,4,3300,"10-11(B,D,H)",1195
981,42,3301,"9(A,C,E,G)",1195
983,52,3302,"11(A,C,E,G)",1195
Soph HR,7,3300,1(A-H),1195
926,1,3300,"14(A,C,E,G)",1195
105,12,3300,"12-13(A,C,E,G)",1196
1121,8,3302,8-9(B),1196
320,6,3300,"2-3(B,D,F,H)",1196
380,4,3302,"10-11(A,C,E,G)",1196
510,10,3300,"6-7(A,C,G)",1196
557,2,3302,"4-5(B,D,F,H)",1196
718,7,3301,"10-11(B,D,F,H)",1196
981,51,3301,"10(A,C,E,G)",1196
983,41,3302,"8(A,C,E,G)",1196
1120,4,3301,4-5(B),1196
404,2,3300,"4-5(A,C,E,G)",1196
510L,10,3300,6-7(E),1196
605,8,3300,"6-7(B,D,F,H)",1196
982,41,3301,"8(B,D,F,H)",1196
984,52,3302,"11(B,D,F,H)",1196
208,10,3300,"12-13(B,D,F,H)",1196
Soph HR,8,3300,1(A-H),1196
926,1,3300,"14(A,C,E,G)",1196
105,7,3300,"12-13(A,C,E,G)",1197
1120,4,3301,4-5(B),1197
252,5,3300,"8-9(B,D,F,H)",1197
380,9,3301,"8-9(A,C,E,G)",1197
404,6,3300,"6-7(B,D,F,H)",1197
511L,3,3300,12-13(B),1197
718,10,3302,"6-7(A,C,E,G)",1197
981,52,3301,"11(A,C,E,G)",1197
983,41,3302,"8(A,C,E,G)",1197
1121,9,3302,10-11(G),1197
320,1,3300,"2-3(A,C,E,G)",1197
511,3,3300,"12-13(D,F,H)",1197
607,1,3300,"4-5(A,C,E,G)",1197
982,52,3301,"11(B,D,F,H)",1197
984,51,3302,"10(B,D,F,H)",1197
Soph HR,9,3300,1(A-H),1197
926,1,3300,"14(A,C,E,G)",1197
105,8,3300,"4-5(B,D,F,H)",1198
1060,2,3302,"10-11(D,H)",1198
1121,7,3302,8-9(A),1198
215,1,3300,"2-3(A,C,E,G)",1198
320,2,3300,"4-5(A,C,E,G)",1198
506,13,3300,"12-13(A,C,G)",1198
605,6,3300,"2-3(B,D,F,H)",1198
860,1,3301,"6-7(A,C,E,G)",1198
982,31,3301,"6(B,D,F,H)",1198
984,31,3302,"6(B,D,F,H)",1198
1120,7,3301,8-9(A),1198
1178,34,3300,"8(B-D,F-H) 9(B-C,F,H)",1198
402,12,3300,"12-13(B,D,F,H)",1198
506L,13,3300,12-13(E),1198
981,51,3301,"10(A,C,E,G)",1198
983,51,3302,"10(A,C,E,G)",1198
Soph HR,10,3300,1(A-H),1198
926,1,3300,"14(A,C,E,G)",1198
105,5,3300,"8-9(A,C,E,G)",1199
1121,8,3302,8-9(B),1199
320,11,3300,"12-13(B,D,F,H)",1199
407,3,3300,"2-3(B,D,F,H)",1199
1120,1,3301,2-3(G),1199
607,5,3300,"10-11(B,D,F,H)",1199
718,6,3302,"2-3(A,C,E,G)",1199
742,1,3301,"6-7(B,D,F,H)",1199
981,22,3301,"5(A,C,E,G)",1199
982,41,3301,"8(B,D,F,H)",1199
983,22,3302,"5(A,C,E,G)",1199
984,32,3302,"7(B,D,F,H)",1199
208,3,3300,"6-7(A,C,E,G)",1199
506,13,3300,"12-13(A,C,G)",1199
506L,13,3300,12-13(E),1199
Soph HR,11,3300,1(A-H),1199
926,1,3300,"14(A,C,E,G)",1199
322,3,3300,"4-5(B,D,F,H)",1200
407,3,3300,"2-3(B,D,F,H)",1200
511L,4,3300,10-11(F),1200
607,2,3300,"12-13(A,C,E,G)",1200
850,1,3300,"10-11(A,C,E,G)",1200
865,1,3302,"6-7(A,C,E,G)",1200
981,22,3301,"5(A,C,E,G)",1200
983,41,3302,"8(A,C,E,G)",1200
105,13,3300,"12-13(B,D,F,H)",1200
380,2,3302,"4-5(A,C,E,G)",1200
511,4,3300,"10-11(B,D,H)",1200
806,1,3300,"14(A,C,E,G)",1200
860,3,3301,"8-9(A,C,E,G)",1200
208,1,3300,"2-3(A,C,E,G)",1200
982,42,3301,"9(B,D,F,H)",1200
984,42,3302,"9(B,D,F,H)",1200
1120,6,3301,6-7(H),1200
1121,6,3302,6-7(H),1200
Soph HR,1,3300,1(A-H),1200
926,1,3300,"14(A,C,E,G)",1200
105,7,3300,"12-13(A,C,E,G)",1201
1120,6,3301,6-7(H),1201
1178,63,3300,"6(A-C,E-G) 7(A-B,E-F)",1201
320,2,3300,"4-5(A,C,E,G)",1201
380,3,3301,"10-11(A,C,E,G)",1201
506,14,3300,"4-5(B,F,H)",1201
605,6,3300,"2-3(B,D,F,H)",1201
880,8,3302,"10-11(A,C,E,G)",1201
982,52,3301,"11(B,D,F,H)",1201
984,52,3302,"11(B,D,F,H)",1201
1121,6,3302,6-7(H),1201
208,9,3300,"8-9(B,D,F,H)",1201
402,12,3300,"12-13(B,D,F,H)",1201
506L,14,3300,4-5(D),1201
981,41,3301,"8(A,C,E,G)",1201
983,42,3302,"9(A,C,E,G)",1201
Soph HR,2,3300,1(A-H),1201
926,1,3300,"14(A,C,E,G)",1201
1120,5,3301,6-7(G),1202
105,1,3300,"2-3(A,C,E,G)",1202
1121,8,3302,8-9(B),1202
320,4,3300,"10-11(A,C,E,G)",1202
404,5,3300,"2-3(B,D,F,H)",1202
506,7,3300,"8-9(C,E,G)",1202
981,22,3301,"5(A,C,E,G)",1202
982,31,3301,"6(B,D,F,H)",1202
380,5,3301,"8-9(B,D,F,H)",1202
506L,7,3300,8-9(A),1202
718,2,3302,"4-5(A,C,E,G)",1202
983,32,3302,"7(A,C,E,G)",1202
208,7,3300,"4-5(B,D,F,H)",1202
984,31,3302,"6(B,D,F,H)",1202
Soph HR,3,3300,1(A-H),1202
605,9,3300,"10-11(B,D,F,H)",1202
926,1,3300,"14(A,C,E,G)",1202
320,8,3300,"6-7(B,D,F,H)",1203
984,22,3302,"5(B,D,F,H)",1203
1120,2,3301,2-3(H),1203
1121,2,3302,2-3(H),1203
506,8,3300,"8-9(D,F,H)",1203
506L,8,3300,8-9(B),1203
718,8,3302,"10-11(B,D,F,H)",1203
981,22,3301,"5(A,C,E,G)",1203
982,22,3301,"5(B,D,F,H)",1203
105,12,3300,"12-13(A,C,E,G)",1203
215,1,3300,"2-3(A,C,E,G)",1203
402,3,3300,"6-7(A,C,E,G)",1203
605,3,3300,"8-9(A,C,E,G)",1203
922,5,3301,"10-11(B,D,F,H)",1203
983,22,3302,"5(A,C,E,G)",1203
Soph HR,4,3300,1(A-H),1203
926,1,3300,"14(A,C,E,G)",1203
1120,5,3301,6-7(G),1204
1121,6,3302,6-7(H),1204
320,10,3300,"10-11(B,D,F,H)",1204
404,7,3300,"12-13(B,D,F,H)",1204
506,4,3300,"2-3(B,D,F)",1204
605,2,3300,"4-5(A,C,E,G)",1204
981,41,3301,"8(A,C,E,G)",1204
982,22,3301,"5(B,D,F,H)",1204
984,42,3302,"9(B,D,F,H)",1204
105,1,3300,"2-3(A,C,E,G)",1204
208,4,3300,"10-11(A,C,E,G)",1204
380,15,3301,"6-7(B,D,F,H)",1204
506L,4,3300,2-3(H),1204
718,10,3302,"6-7(A,C,E,G)",1204
983,42,3302,"9(A,C,E,G)",1204
Soph HR,6,3300,1(A-H),1204
926,1,3300,"14(A,C,E,G)",1204
1120,1,3301,2-3(G),1205
380,9,3301,"8-9(A,C,E,G)",1205
252,5,3300,"8-9(B,D,F,H)",1205
422,1,3300,"10-11(B,D,F,H)",1205
511L,5,3300,10-11(E),1205
1121,1,3302,2-3(G),1205
511,5,3300,"10-11(A,C,G)",1205
607,3,3300,"2-3(B,D,F,H)",1205
981,31,3301,"6(A,C,E,G)",1205
982,31,3301,"6(B,D,F,H)",1205
983,32,3302,"7(A,C,E,G)",1205
320,13,3300,"4-5(A,C,E,G)",1205
105,7,3300,"12-13(A,C,E,G)",1205
984,31,3302,"6(B,D,F,H)",1205
1030,2,3301,"4-5(B,D,F,H)",1205
Soph HR,7,3300,1(A-H),1205
926,1,3300,"14(A,C,E,G)",1205
380,10,3302,"8-9(A,C,E,G)",1206
510,4,3300,"12-13(A,E,G)",1206
605,1,3300,"2-3(A,C,E,G)",1206
718,3,3301,"2-3(B,D,F,H)",1206
984,42,3302,"9(B,D,F,H)",1206
105,11,3300,"10-11(B,D,F,H)",1206
1120,3,3301,4-5(A),1206
1121,2,3302,2-3(H),1206
208,8,3300,"6-7(B,D,F,H)",1206
320,3,3300,"6-7(A,C,E,G)",1206
402,5,3300,"10-11(A,C,E,G)",1206
510L,4,3300,12-13(C),1206
981,42,3301,"9(A,C,E,G)",1206
983,22,3302,"5(A,C,E,G)",1206
Soph HR,8,3300,1(A-H),1206
926,1,3300,"14(A,C,E,G)",1206
1198,11,3300,4-5(B),1206
982,42,3301,"9(B,D,F,H)",1206
105,2,3300,"4-5(A,C,E,G)",1207
1121,5,3302,6-7(G),1207
320,5,3300,"12-13(A,C,E,G)",1207
380,8,3302,"10-11(B,D,F,H)",1207
506,8,3300,"8-9(D,F,H)",1207
605,3,3300,"8-9(A,C,E,G)",1207
981,52,3301,"11(A,C,E,G)",1207
982,52,3301,"11(B,D,F,H)",1207
984,22,3302,"5(B,D,F,H)",1207
1120,5,3301,6-7(G),1207
208,6,3300,"2-3(B,D,F,H)",1207
404,1,3300,"2-3(A,C,E,G)",1207
506L,8,3300,8-9(B),1207
742,1,3301,"6-7(B,D,F,H)",1207
983,51,3302,"10(A,C,E,G)",1207
Soph HR,9,3300,1(A-H),1207
926,1,3300,"14(A,C,E,G)",1207
1120,4,3301,4-5(B),1208
1121,7,3302,8-9(A),1208
322,4,3300,"10-11(B,D,F,H)",1208
404,6,3300,"6-7(B,D,F,H)",1208
506,6,3300,"2-3(D,F,H)",1208
607,1,3300,"4-5(A,C,E,G)",1208
981,51,3301,"10(A,C,E,G)",1208
982,41,3301,"8(B,D,F,H)",1208
984,42,3302,"9(B,D,F,H)",1208
105,7,3300,"12-13(A,C,E,G)",1208
208,3,3300,"6-7(A,C,E,G)",1208
380,12,3302,"4-5(B,D,F,H)",1208
506L,6,3300,2-3(B),1208
718,5,3301,"2-3(A,C,E,G)",1208
983,52,3302,"11(A,C,E,G)",1208
Soph HR,10,3300,1(A-H),1208
926,1,3300,"14(A,C,E,G)",1208
380,6,3302,"8-9(B,D,F,H)",1209
984,31,3302,"6(B,D,F,H)",1209
1060,2,3302,"10-11(D,H)",1209
226,3,3300,"2-3(B,D,F,H)",1209
407,2,3300,"10-11(A,C,E,G)",1209
511L,2,3300,4-5(H),1209
718,5,3301,"2-3(A,C,E,G)",1209
981,22,3301,"5(A,C,E,G)",1209
983,22,3302,"5(A,C,E,G)",1209
105,13,3300,"12-13(B,D,F,H)",1209
1121,7,3302,8-9(A),1209
320,3,3300,"6-7(A,C,E,G)",1209
511,2,3300,"4-5(B,D,F)",1209
982,51,3301,"10(B,D,F,H)",1209
1120,6,3301,6-7(H),1209
607,2,3300,"12-13(A,C,E,G)",1209
Soph HR,11,3300,1(A-H),1209
926,1,3300,"14(A,C,E,G)",1209
927,1,3300,"14(B,D,F,H)",1209
105,1,3300,"2-3(A,C,E,G)",1210
1121,3,3302,4-5(A),1210
320,11,3300,"12-13(B,D,F,H)",1210
407,3,3300,"2-3(B,D,F,H)",1210
506L,12,3300,6-7(F),1210
718,1,3301,"4-5(A,C,E,G)",1210
922,6,3302,"10-11(B,D,F,H)",1210
982,22,3301,"5(B,D,F,H)",1210
984,42,3302,"9(B,D,F,H)",1210
1120,10,3301,10-11(H),1210
208,4,3300,"10-11(A,C,E,G)",1210
506,12,3300,"6-7(B,D,H)",1210
605,5,3300,"12-13(A,C,E,G)",1210
981,41,3301,"8(A,C,E,G)",1210
983,42,3302,"9(A,C,E,G)",1210
Soph HR,1,3300,1(A-H),1210
926,1,3300,"14(A,C,E,G)",1210
105,3,3300,"6-7(A,C,E,G)",1211
1121,7,3302,8-9(A),1211
320,8,3300,"6-7(B,D,F,H)",1211
483,1,3300,"2-3(A,C,E,G)",1211
506,16,3300,"12-13(B,D,H)",1211
605,4,3300,"10-11(A,C,E,G)",1211
922,5,3301,"10-11(B,D,F,H)",1211
981,42,3301,"9(A,C,E,G)",1211
1120,2,3301,2-3(H),1211
208,5,3300,"12-13(A,C,E,G)",1211
380,1,3301,"4-5(A,C,E,G)",1211
506L,16,3300,12-13(F),1211
718,8,3302,"10-11(B,D,F,H)",1211
982,22,3301,"5(B,D,F,H)",1211
983,22,3302,"5(A,C,E,G)",1211
984,41,3302,"8(B,D,F,H)",1211
Soph HR,2,3300,1(A-H),1211
926,1,3300,"14(A,C,E,G)",1211
320,13,3300,"4-5(A,C,E,G)",1213
983,41,3302,"8(A,C,E,G)",1213
1121,1,3302,2-3(G),1213
506,16,3300,"12-13(B,D,H)",1213
605,5,3300,"12-13(A,C,E,G)",1213
850,1,3300,"10-11(A,C,E,G)",1213
981,41,3301,"8(A,C,E,G)",1213
105,11,3300,"10-11(B,D,F,H)",1213
1061,1,3300,"2-3(B,D,F,H)",1213
1120,1,3301,2-3(G),1213
411,4,3300,"6-7(A,C,E,G)",1213
506L,16,3300,12-13(F),1213
806,1,3300,"14(A,C,E,G)",1213
Soph HR,4,3300,1(A-H),1213
208,8,3300,"6-7(B,D,F,H)",1213
982,22,3301,"5(B,D,F,H)",1213
984,22,3302,"5(B,D,F,H)",1213
926,1,3300,"14(A,C,E,G)",1213
506,3,3300,"10-11(A,C,E)",1214
1121,7,3302,8-9(A),1214
506L,3,3300,10-11(G),1214
983,32,3302,"7(A,C,E,G)",1214
105,13,3300,"12-13(B,D,F,H)",1214
208,1,3300,"2-3(A,C,E,G)",1214
380,15,3301,"6-7(B,D,F,H)",1214
922,2,3302,"6-7(B,D,F,H)",1214
982,42,3301,"9(B,D,F,H)",1214
1120,2,3301,2-3(H),1214
320,7,3300,"4-5(B,D,F,H)",1214
404,2,3300,"4-5(A,C,E,G)",1214
605,9,3300,"10-11(B,D,F,H)",1214
984,41,3302,"8(B,D,F,H)",1214
Soph HR,5,3300,1(A-H),1214
926,1,3300,"14(A,C,E,G)",1214
1198,12,3300,8-9(C),1214
981,32,3301,"7(A,C,E,G)",1214
105,12,3300,"12-13(A,C,E,G)",1215
1121,1,3302,2-3(G),1215
213,2,3300,"6-7(A,C,E,G)",1215
407,4,3300,"12-13(B,D,F,H)",1215
511L,2,3300,4-5(H),1215
607,1,3300,"4-5(A,C,E,G)",1215
845,1,3301,"6-7(B,D,F,H)",1215
981,41,3301,"8(A,C,E,G)",1215
982,41,3301,"8(B,D,F,H)",1215
1120,2,3301,2-3(H),1215
322,4,3300,"10-11(B,D,F,H)",1215
511,2,3300,"4-5(B,D,F)",1215
806,1,3300,"14(A,C,E,G)",1215
850,1,3300,"10-11(A,C,E,G)",1215
983,42,3302,"9(A,C,E,G)",1215
Soph HR,6,3300,1(A-H),1215
846,1,3302,"6-7(B,D,F,H)",1215
984,41,3302,"8(B,D,F,H)",1215
926,1,3300,"14(A,C,E,G)",1215
105,7,3300,"12-13(A,C,E,G)",1217
380,13,3301,"2-3(A,C,E,G)",1217
404,6,3300,"6-7(B,D,F,H)",1217
510L,6,3300,10-11(H),1217
718,4,3302,"2-3(B,D,F,H)",1217
981,41,3301,"8(A,C,E,G)",1217
983,42,3302,"9(A,C,E,G)",1217
1121,1,3302,2-3(G),1217
320,7,3300,"4-5(B,D,F,H)",1217
510,6,3300,"10-11(B,D,F)",1217
982,42,3301,"9(B,D,F,H)",1217
984,41,3302,"8(B,D,F,H)",1217
208,3,3300,"6-7(A,C,E,G)",1217
605,2,3300,"4-5(A,C,E,G)",1217
Soph HR,8,3300,1(A-H),1217
1120,2,3301,2-3(H),1217
926,1,3300,"14(A,C,E,G)",1217
105,2,3300,"4-5(A,C,E,G)",1218
1120,8,3301,8-9(B),1218
208,8,3300,"6-7(B,D,F,H)",1218
380,6,3302,"8-9(B,D,F,H)",1218
407,2,3300,"10-11(A,C,E,G)",1218
506L,1,3300,2-3(G),1218
718,3,3301,"2-3(B,D,F,H)",1218
982,51,3301,"10(B,D,F,H)",1218
983,42,3302,"9(A,C,E,G)",1218
1121,2,3302,2-3(H),1218
506,1,3300,"2-3(A,C,E)",1218
607,2,3300,"12-13(A,C,E,G)",1218
981,31,3301,"6(A,C,E,G)",1218
984,51,3302,"10(B,D,F,H)",1218
322,3,3300,"4-5(B,D,F,H)",1218
Soph HR,9,3300,1(A-H),1218
926,1,3300,"14(A,C,E,G)",1218
208,8,3300,"6-7(B,D,F,H)",1219
982,22,3301,"5(B,D,F,H)",1219
984,42,3302,"9(B,D,F,H)",1219
511L,4,3300,10-11(F),1219
718,1,3301,"4-5(A,C,E,G)",1219
983,51,3302,"10(A,C,E,G)",1219
1120,9,3301,10-11(G),1219
1121,3,3302,4-5(A),1219
320,6,3300,"2-3(B,D,F,H)",1219
380,5,3301,"8-9(B,D,F,H)",1219
483,1,3300,"2-3(A,C,E,G)",1219
511,4,3300,"10-11(B,D,H)",1219
605,3,3300,"8-9(A,C,E,G)",1219
981,31,3301,"6(A,C,E,G)",1219
105,12,3300,"12-13(A,C,E,G)",1219
1092,4,3302,"6-7(A,C,E,G)",1219
Soph HR,10,3300,1(A-H),1219
926,1,3300,"14(A,C,E,G)",1219
1030,1,3301,"4-5(A,C,E,G)",1220
105,14,3300,"2-3(B,D,F,H)",1220
1120,11,3301,12-13(A),1220
484,1,3300,"10-11(A,C,E,G)",1220
511L,3,3300,12-13(B),1220
718,6,3302,"2-3(A,C,E,G)",1220
981,41,3301,"8(A,C,E,G)",1220
983,41,3302,"8(A,C,E,G)",1220
1031,1,3302,"4-5(A,C,E,G)",1220
1121,11,3302,12-13(A),1220
322,1,3300,"6-7(A,C,E,G)",1220
511,3,3300,"12-13(D,F,H)",1220
607,5,3300,"10-11(B,D,F,H)",1220
982,32,3301,"7(B,D,F,H)",1220
984,41,3302,"8(B,D,F,H)",1220
Soph HR,11,3300,1(A-H),1220
926,1,3300,"14(A,C,E,G)",1220
252,3,3300,"4-5(B,D,F,H)",1220
982,22,3301,"5(B,D,F,H)",1304
981,41,3301,"8(A,C,E,G)",1304
105,9,3300,"6-7(B,D,F,H)",1954
1060,2,3302,"10-11(D,H)",1954
1120,7,3301,8-9(A),1954
1121,7,3302,8-9(A),1954
320,13,3300,"4-5(A,C,E,G)",1954
380,7,3301,"10-11(B,D,F,H)",1954
510,1,3300,"10-11(A,C,E)",1954
510L,1,3300,10-11(G),1954
605,7,3300,"4-5(B,D,F,H)",1954
981,31,3301,"6(A,C,E,G)",1954
982,41,3301,"8(B,D,F,H)",1954
983,31,3302,"6(A,C,E,G)",1954
984,41,3302,"8(B,D,F,H)",1954
208,5,3300,"12-13(A,C,E,G)",1954
402,12,3300,"12-13(B,D,F,H)",1954
Soph HR,5,3300,1(A-H),1954
806,2,3300,"14(B,D,F,H)",1954
926,1,3300,"14(A,C,E,G)",1954
1120,3,3301,4-5(A),2001
1121,3,3302,4-5(A),2001
208,7,3300,"4-5(B,D,F,H)",2001
105,12,3300,"12-13(A,C,E,G)",2001
1060,1,3301,"6-7(C,G)",2001
320,1,3300,"2-3(A,C,E,G)",2001
426,1,3300,"8-9(B,D,F,H)",2001
505,2,3300,"10-11(B,D,H)",2001
505L,2,3300,10-11(F),2001
605,4,3300,"10-11(A,C,E,G)",2001
981,41,3301,"8(A,C,E,G)",2001
982,31,3301,"6(B,D,F,H)",2001
983,41,3302,"8(A,C,E,G)",2001
984,31,3302,"6(B,D,F,H)",2001
Soph HR,7,3300,1(A-H),2001
718,4,3302,"2-3(B,D,F,H)",2001
926,1,3300,"14(A,C,E,G)",2001
105,14,3300,"2-3(B,D,F,H)",2003
1120,10,3301,10-11(H),2003
1121,10,3302,10-11(H),2003
426,1,3300,"8-9(B,D,F,H)",2003
806,2,3300,"14(B,D,F,H)",2003
850,1,3300,"10-11(A,C,E,G)",2003
981,41,3301,"8(A,C,E,G)",2003
983,41,3302,"8(A,C,E,G)",2003
225,4,3300,"12-13(A,C,E,G)",2003
322,1,3300,"6-7(A,C,E,G)",2003
510,8,3300,"12-13(B,F,H)",2003
510L,8,3300,12-13(D),2003
605,1,3300,"2-3(A,C,E,G)",2003
982,31,3301,"6(B,D,F,H)",2003
984,31,3302,"6(B,D,F,H)",2003
Soph HR,7,3300,1(A-H),2003
926,1,3300,"14(A,C,E,G)",2003
1092,4,3302,"6-7(A,C,E,G)",2004
984,42,3302,"9(B,D,F,H)",2004
105,11,3300,"10-11(B,D,F,H)",2004
1121,6,3302,6-7(H),2004
216,8,3300,"12-13(B,D,F,H)",2004
320,7,3300,"4-5(B,D,F,H)",2004
402,1,3300,"2-3(A,C,E,G)",2004
510,3,3300,"4-5(C,E,G)",2004
510L,3,3300,4-5(A),2004
605,4,3300,"10-11(A,C,E,G)",2004
890,1,3301,"6-7(B,D,F,H)",2004
1120,11,3301,12-13(A),2004
981,42,3301,"9(A,C,E,G)",2004
982,42,3301,"9(B,D,F,H)",2004
983,42,3302,"9(A,C,E,G)",2004
Soph HR,3,3300,1(A-H),2004
926,1,3300,"14(A,C,E,G)",2004
1092,3,3301,"4-5(A,C,E,G)",2005
380,2,3302,"4-5(A,C,E,G)",2005
105,4,3300,"8-9(A,C,E,G)",2005
506,13,3300,"12-13(A,C,G)",2005
506L,13,3300,12-13(E),2005
1120,4,3301,4-5(B),2005
1121,9,3302,10-11(G),2005
605,6,3300,"2-3(B,D,F,H)",2005
983,32,3302,"7(A,C,E,G)",2005
208,1,3300,"2-3(A,C,E,G)",2005
Soph HR,3,3300,1(A-H),2005
422,1,3300,"10-11(B,D,F,H)",2005
320,11,3300,"12-13(B,D,F,H)",2005
926,1,3300,"14(A,C,E,G)",2005
1199,93,3300,"6-7(B,D,F,H)",2005
981,31,3301,"6(A,C,E,G)",2005
982,41,3301,"8(B,D,F,H)",2005
984,41,3302,"8(B,D,F,H)",2005
1120,1,3301,2-3(G),2102
320,13,3300,"4-5(A,C,E,G)",2102
404,3,3300,"10-11(A,C,E,G)",2102
506,10,3300,"10-11(B,D,F)",2102
506L,10,3300,10-11(H),2102
981,32,3301,"7(A,C,E,G)",2102
982,32,3301,"7(B,D,F,H)",2102
983,32,3302,"7(A,C,E,G)",2102
105,10,3300,"8-9(B,D,F,H)",2102
380,10,3302,"8-9(A,C,E,G)",2102
1050,6,3301,"8-9(A,E)",2102
Soph HR,5,3300,1(A-H),2102
605,5,3300,"12-13(A,C,E,G)",2102
215,2,3300,"2-3(B,D,F,H)",2102
1121,6,3302,6-7(H),2102
984,22,3302,"5(B,D,F,H)",2102
926,1,3300,"14(A,C,E,G)",2102
